EEID,Full Name,Job Title,Department,Business Unit,Age,Gender,Ethnicity,City,Country,Hire Date,Exit Date,Annual Salary,Bonus %
E04217,Lydia Williams,System Administrator ,IT,Manufacturing,35,Female,Black,Chicago,United States,10/29/2014,,$91592,0% 
E00650,Emery Chang,Business Partner,Human Resources,Research & Development,45,Female,Asian,Chengdu,China,8/17/2000,,$55563,0% 
E00344,Savannah He,Director,IT,Research & Development,52,Female,Asian,Beijing,China,2/14/1996,,$159724,23% 
E04645,Elias Ahmed,Vice President,Marketing,Corporate,57,Male,Asian,Chicago,United States,8/4/2017,,$183190,36% 
E03880,Samantha Woods,Analyst,Accounting,Speciality Products,56,Female,Caucasian,Phoenix,United States,12/25/2019,,$54829,0% 
E02730,Axel Soto,Quality Engineer,Engineering,Corporate,46,Male,Latino,Rio de Janerio,Brazil,4/22/2005,,$96639,0% 
E04517,Amelia Choi,Manager,Marketing,Speciality Products,43,Female,Asian,Miami,United States,6/11/2006,,$117278,9% 
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,53,Male,Asian,Shanghai,China,2/9/2008,,$84193,9% 
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,47,Female,Caucasian,Seattle,United States,7/28/2018,,$87806,0% 
E00465,Dominic Parker,Test Engineer,Engineering,Research & Development,62,Male,Caucasian,Seattle,United States,10/4/2011,,$63959,0% 
E03058,Angel Xiong,Vice President,IT,Research & Development,35,Male,Asian,Shanghai,China,6/11/2015,,$234723,36% 
E02337,Emma Cao,Analyst,Accounting,Corporate,27,Female,Asian,Chongqing,China,8/24/2019,,$50809,0% 
E04927,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,55,Male,Caucasian,Miami,United States,7/19/2002,,$77396,0% 
E03799,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,63,Female,Asian,Phoenix,United States,12/31/1999,,$89523,0% 
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,53,Female,Asian,Chongqing,China,7/20/2011,,$86173,0% 
E02633,Allison Roberts,Vice President,Sales,Manufacturing,54,Female,Black,Columbus,United States,8/19/2000,,$222224,38% 
E02965,Andrew Do,Sr. Manger,Finance,Research & Development,43,Male,Asian,Seattle,United States,4/17/2021,,$146140,15% 
E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,64,Female,Caucasian,Chicago,United States,6/20/1994,,$109456,10% 
E02895,Mila Soto,Director,Finance,Research & Development,65,Female,Latino,Manaus,Brazil,10/7/2008,,$170221,15% 
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,42,Female,Caucasian,Seattle,United States,3/1/2006,8/8/2015,$97433,5% 
E00758,Jonathan Khan,Account Representative,Sales,Manufacturing,35,Male,Asian,Shanghai,China,8/30/2013,,$59646,0% 
E03750,Elias Dang,Director,Engineering,Speciality Products,64,Male,Asian,Chengdu,China,8/29/1995,,$158787,18% 
E00144,Theodore Ngo,Controls Engineer,Engineering,Research & Development,55,Male,Asian,Beijing,China,4/29/2018,,$83378,0% 
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,32,Female,Latino,Chicago,United States,11/12/2013,,$88895,0% 
E03901,Luca Truong,Director,Marketing,Corporate,45,Male,Asian,Chongqing,China,12/11/2004,,$168846,24% 
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,35,Male,Asian,Austin,United States,2/22/2011,7/12/2020,$43336,0% 
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,38,Male,Latino,Phoenix,United States,9/27/2009,,$127801,15% 
E04466,Connor Bell,Network Administrator,IT,Corporate,54,Male,Black,Austin,United States,4/1/2000,,$76352,0% 
E03226,Angel Stewart,Vice President,Finance,Corporate,28,Male,Caucasian,Seattle,United States,6/22/2019,,$250767,38% 
E04607,Landon Brown,Vice President,Marketing,Corporate,26,Male,Caucasian,Columbus,United States,9/27/2020,,$223055,30% 
E02678,Nicholas Rivera,Director,Engineering,Corporate,45,Male,Latino,Sao Paulo,Brazil,4/13/2007,,$189680,23% 
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,57,Male,Caucasian,Columbus,United States,7/18/2018,,$71167,0% 
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,59,Female,Caucasian,Seattle,United States,4/4/2010,,$76027,0% 
E00268,Ian Flores,Director,Engineering,Corporate,48,Male,Latino,Rio de Janerio,Brazil,12/10/2019,,$183113,24% 
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,30,Male,Black,Phoenix,United States,10/20/2020,,$67753,0% 
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,31,Male,Black,Austin,United States,10/13/2016,,$63744,8% 
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,50,Female,Asian,Shanghai,China,7/9/2002,,$92209,0% 
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,51,Male,Black,Phoenix,United States,9/1/2000,,$157487,12% 
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,42,Male,Latino,Rio de Janerio,Brazil,4/7/2015,,$99697,0% 
E01952,Everett Lee,Network Administrator,IT,Research & Development,45,Male,Asian,Columbus,United States,2/26/2010,,$90770,0% 
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,64,Female,Asian,Phoenix,United States,1/28/2005,,$55369,0% 
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,59,Female,Latino,Rio de Janerio,Brazil,9/16/2014,,$69578,0% 
E00624,William Watson,Director,Accounting,Speciality Products,41,Male,Caucasian,Miami,United States,6/4/2013,,$167526,26% 
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,42,Female,Latino,Manaus,Brazil,2/5/2021,,$65507,0% 
E01845,Leo Fernandez,Manager,Finance,Research & Development,54,Male,Latino,Sao Paulo,Brazil,4/28/1998,5/15/2004,$108268,9% 
E04784,Joshua Lin,Technical Architect,IT,Research & Development,37,Male,Asian,Beijing,China,2/5/2016,,$80055,0% 
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,58,Male,Latino,Manaus,Brazil,4/27/2009,,$76802,0% 
E00218,David Desai,Vice President,Sales,Speciality Products,47,Male,Asian,Austin,United States,11/22/2016,,$253249,31% 
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,60,Female,Asian,Chongqing,China,11/11/2005,,$78388,0% 
E01070,Grayson Brown,Vice President,IT,Corporate,38,Male,Caucasian,Chicago,United States,6/22/2016,,$249870,34% 
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,63,Male,Asian,Beijing,China,3/1/2015,,$148321,15% 
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,60,Female,Asian,Chongqing,China,2/10/2004,,$90258,0% 
E04925,Athena Jordan,System Administrator ,IT,Manufacturing,42,Female,Black,Seattle,United States,2/19/2011,,$72486,0% 
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,34,Male,Latino,Sao Paulo,Brazil,9/4/2014,8/11/2017,$95499,0% 
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,53,Female,Latino,Sao Paulo,Brazil,12/23/2004,,$90212,0% 
E00325,Jameson Chen,Vice President,Marketing,Research & Development,39,Male,Asian,Shanghai,China,12/5/2019,,$254057,39% 
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,58,Female,Latino,Austin,United States,10/12/2010,,$43001,0% 
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,60,Male,Latino,Seattle,United States,8/3/1998,,$85120,9% 
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,34,Male,Latino,Columbus,United States,8/3/2015,,$52200,0% 
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,60,Female,Caucasian,Phoenix,United States,10/18/2008,,$150855,11% 
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,53,Female,Latino,Columbus,United States,7/20/2004,,$65702,0% 
E01870,Carson Chau,Director,Finance,Corporate,58,Male,Asian,Chongqing,China,10/12/2007,,$162038,24% 
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,25,Female,Asian,Columbus,United States,4/9/2020,,$157057,10% 
E03616,Josiah Lewis,Manager,IT,Research & Development,46,Male,Caucasian,Austin,United States,8/11/2021,,$127559,10% 
E00153,Claire Jones,Field Engineer,Engineering,Corporate,39,Female,Caucasian,Seattle,United States,3/12/2019,,$62644,0% 
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,50,Male,Asian,Shanghai,China,3/6/2001,,$73907,0% 
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,56,Female,Caucasian,Chicago,United States,3/10/2018,,$90040,0% 
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,30,Female,Latino,Sao Paulo,Brazil,5/26/2016,,$91134,0% 
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,45,Female,Asian,Miami,United States,9/22/2021,,$201396,32% 
E00826,Rylee Bui,Analyst,Accounting,Corporate,55,Female,Asian,Chongqing,China,12/22/2011,,$54733,0% 
E03881,Andrew Reed,System Administrator ,IT,Corporate,28,Male,Black,Miami,United States,6/17/2019,4/11/2022,$65341,0% 
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,59,Female,Black,Austin,United States,10/27/2018,,$139208,11% 
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,63,Male,Asian,Shanghai,China,3/12/2018,,$73200,0% 
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,46,Female,Latino,Seattle,United States,4/24/2010,,$102636,6% 
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,26,Female,Latino,Sao Paulo,Brazil,2/9/2021,,$87427,0% 
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,45,Male,Caucasian,Columbus,United States,5/28/2018,,$49219,0% 
E01262,Miles Mehta,Manager,Finance,Manufacturing,50,Male,Asian,Chongqing,China,5/19/2018,,$106437,7% 
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,46,Male,Latino,Sao Paulo,Brazil,5/5/2015,,$64364,0% 
E00364,Matthew Howard,Director,Human Resources,Manufacturing,50,Male,Caucasian,Columbus,United States,10/17/2021,,$172180,30% 
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,33,Female,Latino,Rio de Janerio,Brazil,5/14/2012,,$88343,0% 
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,57,Male,Latino,Rio de Janerio,Brazil,7/10/2014,,$66649,0% 
E03720,Genesis Hunter,Manager,Finance,Corporate,48,Female,Caucasian,Chicago,United States,4/22/1999,,$102847,5% 
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,46,Male,Latino,Manaus,Brazil,7/19/2010,,$134881,15% 
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,52,Male,Asian,Chengdu,China,5/23/1999,11/30/2015,$68807,0% 
E03371,Jack Alexander,Vice President,IT,Manufacturing,56,Male,Caucasian,Miami,United States,5/29/2006,,$228822,36% 
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,28,Male,Caucasian,Columbus,United States,7/18/2021,,$43391,0% 
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,29,Male,Asian,Chongqing,China,11/15/2021,,$91782,0% 
E02468,Ella Huang,Vice President,Marketing,Corporate,45,Female,Asian,Chicago,United States,2/28/2016,,$211637,31% 
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,28,Male,Caucasian,Phoenix,United States,8/8/2020,,$73255,9% 
E03697,Isaac Woods,Manager,Sales,Corporate,28,Male,Caucasian,Miami,United States,1/8/2021,,$108826,10% 
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,34,Male,Caucasian,Miami,United States,5/24/2016,,$94352,0% 
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,55,Female,Latino,Phoenix,United States,8/30/1994,,$73955,0% 
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,34,Male,Latino,Rio de Janerio,Brazil,8/13/2013,,$113909,6% 
E01958,Angel Lin,Network Administrator,IT,Manufacturing,27,Male,Asian,Chicago,United States,12/24/2020,,$92321,0% 
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,52,Male,Caucasian,Seattle,United States,5/23/2013,,$99557,9% 
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,28,Female,Caucasian,Phoenix,United States,11/14/2018,,$115854,0% 
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,44,Female,Latino,Austin,United States,3/1/2011,,$82462,0% 
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,53,Female,Caucasian,Miami,United States,11/9/2011,,$198473,32% 
E00711,Melody Chin,Sr. Manger,Finance,Corporate,43,Female,Asian,Chicago,United States,10/15/2006,,$153492,11% 
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,28,Female,Black,Seattle,United States,1/21/2018,,$208210,30% 
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,33,Male,Caucasian,Phoenix,United States,11/17/2015,,$91632,0% 
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,31,Male,Asian,Chongqing,China,9/24/2017,,$71755,0% 
E04213,Hailey Xi,Manager,Accounting,Corporate,52,Female,Asian,Chongqing,China,11/19/2021,,$111006,8% 
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,55,Male,Asian,Austin,United States,12/24/1994,,$99774,0% 
E04114,Christopher Lim,Director,IT,Research & Development,55,Male,Asian,Shanghai,China,3/13/2007,,$184648,24% 
E01423,James Castillo,Vice President,IT,Manufacturing,51,Male,Latino,Manaus,Brazil,7/19/2001,,$247874,33% 
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,60,Male,Asian,Beijing,China,5/11/2009,,$62239,0% 
E03305,Hannah King,Manager,Accounting,Speciality Products,31,Female,Caucasian,Chicago,United States,10/7/2014,,$114911,7% 
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,45,Male,Latino,Chicago,United States,4/27/2018,,$115490,12% 
E04403,Dominic Hu,Manager,Accounting,Speciality Products,34,Male,Asian,Shanghai,China,2/13/2012,,$118708,7% 
E00103,Nora Park,Director,Accounting,Speciality Products,29,Female,Asian,Columbus,United States,6/28/2017,,$197649,20% 
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,45,Female,Asian,Beijing,China,6/17/2020,,$89841,0% 
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,52,Female,Caucasian,Phoenix,United States,12/20/2019,,$61026,0% 
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,48,Female,Caucasian,Chicago,United States,9/25/2014,,$96693,0% 
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,48,Female,Latino,Seattle,United States,6/27/2009,,$82907,0% 
E01371,Dominic Le,Vice President,Marketing,Corporate,41,Male,Asian,Chongqing,China,10/4/2014,,$257194,35% 
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,41,Male,Latino,Miami,United States,1/21/2012,,$94658,0% 
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,55,Male,Asian,Shanghai,China,4/30/2011,,$89419,0% 
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,45,Male,Black,Columbus,United States,12/19/2015,,$51983,0% 
E01668,Naomi Xi,Director,Finance,Corporate,53,Female,Asian,Chongqing,China,2/17/2002,,$179494,20% 
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,49,Male,Latino,Rio de Janerio,Brazil,6/24/2016,,$68426,0% 
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,55,Female,Latino,Phoenix,United States,2/6/2017,,$144986,12% 
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,45,Female,Asian,Chicago,United States,8/16/2000,,$60113,0% 
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,52,Female,Latino,Sao Paulo,Brazil,4/18/2021,,$50548,0% 
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,33,Female,Caucasian,Chicago,United States,3/14/2020,,$68846,0% 
E04359,Layla Salazar,Solutions Architect,IT,Corporate,59,Female,Latino,Seattle,United States,3/19/2014,,$90901,0% 
E03113,Willow Chen,Manager,Accounting,Corporate,50,Female,Asian,Austin,United States,9/3/2012,,$102033,8% 
E01488,Penelope Griffin,Director,Sales,Manufacturing,61,Female,Caucasian,Seattle,United States,1/23/2021,,$151783,26% 
E01787,Lillian Romero,Director,Engineering,Corporate,27,Female,Latino,Austin,United States,12/7/2018,,$170164,17% 
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,35,Female,Asian,Phoenix,United States,2/20/2014,,$155905,14% 
E01052,Parker Vang,Analyst,Sales,Corporate,40,Male,Asian,Miami,United States,12/17/2016,,$50733,0% 
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,30,Female,Caucasian,Phoenix,United States,1/26/2017,,$88663,0% 
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,60,Male,Asian,Chongqing,China,10/13/1992,,$88213,0% 
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,55,Male,Asian,Miami,United States,8/2/2021,,$67130,0% 
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,33,Female,Asian,Miami,United States,10/8/2015,,$94876,0% 
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,62,Male,Latino,Miami,United States,10/9/1994,,$98230,0% 
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,36,Female,Asian,Columbus,United States,12/14/2018,,$96757,0% 
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,35,Male,Black,Columbus,United States,7/3/2020,,$51513,0% 
E00161,Ryan Ha,Vice President,Marketing,Corporate,60,Male,Asian,Miami,United States,1/27/2007,,$234311,37% 
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,45,Female,Latino,Seattle,United States,5/22/2011,,$152353,14% 
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,48,Female,Caucasian,Phoenix,United States,7/30/2010,,$124774,12% 
E02534,Leah Khan,Director,Marketing,Corporate,36,Female,Asian,Chongqing,China,9/13/2010,,$157070,28% 
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,44,Male,Latino,Austin,United States,8/8/2019,5/18/2022,$130133,15% 
E03059,Hailey Dang,Manager,Marketing,Manufacturing,64,Female,Asian,Shanghai,China,9/21/2019,,$108780,6% 
E02477,Amelia Bui,Director,Engineering,Speciality Products,46,Female,Asian,Chengdu,China,10/21/2020,,$151853,16% 
E00022,Elena Her,Account Representative,Sales,Manufacturing,62,Female,Asian,Chongqing,China,9/17/2006,,$64669,0% 
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,61,Male,Latino,Rio de Janerio,Brazil,4/30/2008,,$69352,0% 
E00555,Christian Ali,Analyst II,Marketing,Research & Development,65,Male,Asian,Chongqing,China,10/17/2001,,$74631,0% 
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,54,Male,Latino,Sao Paulo,Brazil,4/29/2012,,$96441,0% 
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,46,Male,Asian,Chengdu,China,10/20/2011,,$114250,14% 
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,36,Male,Latino,Manaus,Brazil,12/27/2020,,$70165,7% 
E04087,Adam Kaur,Manager,IT,Corporate,60,Male,Asian,Chengdu,China,1/29/2000,,$109059,7% 
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,30,Female,Asian,Columbus,United States,11/14/2015,,$77442,0% 
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,34,Female,Latino,Manaus,Brazil,6/6/2012,,$72126,0% 
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,55,Male,Caucasian,Miami,United States,10/18/2013,,$70334,0% 
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,59,Male,Asian,Miami,United States,12/23/2009,,$78006,0% 
E04323,Melody Valdez,Director,IT,Manufacturing,28,Female,Latino,Miami,United States,1/25/2021,5/18/2021,$160385,23% 
E02687,Caroline Nelson,Vice President,Finance,Corporate,36,Female,Caucasian,Chicago,United States,1/11/2014,,$202323,39% 
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,29,Female,Latino,Manaus,Brazil,7/13/2020,,$141555,11% 
E02748,Genesis Zhu,Director,Finance,Speciality Products,34,Female,Asian,Seattle,United States,7/20/2020,,$184960,18% 
E01995,Jonathan Ho,Vice President,IT,Manufacturing,37,Male,Asian,Columbus,United States,6/25/2011,,$221592,31% 
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,44,Female,Asian,Seattle,United States,1/28/2009,,$53301,0% 
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,45,Male,Asian,Seattle,United States,3/2/2000,,$91276,0% 
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,52,Female,Asian,Austin,United States,9/5/2017,,$140042,13% 
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,40,Female,Asian,Columbus,United States,12/6/2018,,$57225,0% 
E02843,Lily Pena,Manager,Human Resources,Speciality Products,55,Female,Latino,Miami,United States,2/24/2010,,$102839,5% 
E03758,Liam Zhang,Director,Marketing,Research & Development,29,Male,Asian,Chicago,United States,9/15/2021,4/10/2022,$199783,21% 
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,32,Male,Latino,Rio de Janerio,Brazil,4/9/2021,,$70980,0% 
E00638,David Simmons,Manager,Marketing,Corporate,51,Male,Caucasian,Phoenix,United States,1/26/1997,,$104431,7% 
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,28,Male,Caucasian,Chicago,United States,6/27/2021,,$48510,0% 
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,27,Male,Black,Miami,United States,5/28/2019,1/7/2021,$70110,0% 
E01712,James Singh,Director,Marketing,Corporate,45,Male,Asian,Chongqing,China,3/12/2008,,$186138,28% 
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,58,Male,Latino,Rio de Janerio,Brazil,4/19/2010,,$56350,0% 
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,45,Female,Latino,Columbus,United States,1/10/2016,,$149761,12% 
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,44,Male,Latino,Manaus,Brazil,8/11/2007,,$126277,13% 
E02478,Alexander Morris,Manager,Sales,Speciality Products,33,Male,Caucasian,Phoenix,United States,6/21/2013,,$119631,6% 
E04170,Grayson Chin,Vice President,IT,Research & Development,26,Male,Asian,Austin,United States,5/9/2020,,$256561,39% 
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,45,Female,Latino,Miami,United States,4/16/2020,,$66958,0% 
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,46,Female,Asian,Chongqing,China,2/29/2004,,$158897,10% 
E03824,Jameson Martin,Technical Architect,IT,Corporate,37,Male,Caucasian,Phoenix,United States,2/15/2008,,$71695,0% 
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,40,Male,Asian,Chongqing,China,9/22/2014,5/9/2019,$73779,0% 
E01733,Eloise Pham,Manager,Sales,Speciality Products,45,Female,Asian,Shanghai,China,10/20/2011,,$123640,7% 
E02857,Valentina Davis,Analyst,Sales,Speciality Products,33,Female,Caucasian,Miami,United States,4/13/2014,,$46878,0% 
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,64,Female,Caucasian,Miami,United States,2/10/2003,,$57032,0% 
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,57,Female,Latino,Rio de Janerio,Brazil,10/2/2007,,$98150,0% 
E02420,Madison Li,Director,Marketing,Manufacturing,35,Female,Asian,Beijing,China,3/6/2017,9/22/2017,$171426,15% 
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,55,Female,Caucasian,Chicago,United States,4/16/2021,,$48266,0% 
E03947,Logan Soto,Vice President,Finance,Research & Development,36,Male,Latino,Columbus,United States,8/18/2018,,$223404,32% 
E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,57,Female,Asian,Seattle,United States,1/10/2014,,$74854,0% 
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,48,Female,Caucasian,Seattle,United States,4/25/2007,,$217783,36% 
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,53,Female,Latino,Manaus,Brazil,8/15/2004,,$44735,0% 
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,41,Female,Caucasian,Columbus,United States,1/9/2007,,$50685,0% 
E03578,Maverick Li,Analyst II,Sales,Research & Development,34,Male,Asian,Austin,United States,3/10/2018,,$58993,0% 
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,47,Male,Caucasian,Miami,United States,6/8/2020,2/2/2021,$115765,0% 
E02781,Athena Vu,Director,Accounting,Manufacturing,63,Female,Asian,Miami,United States,3/6/2007,,$193044,15% 
E04739,Ruby Washington,Analyst,Marketing,Research & Development,65,Female,Black,Seattle,United States,6/17/2011,6/9/2015,$56686,0% 
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,33,Female,Black,Seattle,United States,10/25/2019,,$131652,11% 
E04132,Kinsley Henry,Director,Marketing,Manufacturing,45,Female,Black,Miami,United States,2/29/2008,,$150577,25% 
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,37,Female,Latino,Rio de Janerio,Brazil,12/27/2018,,$87359,11% 
E04277,Zoe Do,Analyst II,Sales,Speciality Products,60,Female,Asian,Beijing,China,1/8/2014,,$51877,0% 
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,43,Male,Asian,Chicago,United States,1/18/2017,,$86417,0% 
E02012,Anna Han,System Administrator ,IT,Research & Development,65,Female,Asian,Austin,United States,5/8/2003,,$96548,0% 
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,43,Female,Asian,Chengdu,China,1/23/2014,,$92940,0% 
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,28,Male,Asian,Phoenix,United States,8/24/2018,,$61410,0% 
E00605,Nova Williams,Manager,Finance,Speciality Products,61,Female,Black,Miami,United States,4/25/2010,,$110302,6% 
E04641,Scarlett Hill,Director,Engineering,Speciality Products,45,Female,Black,Columbus,United States,4/22/2018,6/20/2022,$187205,24% 
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,45,Male,Caucasian,Phoenix,United States,3/16/2011,,$81687,0% 
E01519,Anthony Marquez,Vice President,IT,Speciality Products,54,Male,Latino,Columbus,United States,8/15/2009,,$241083,39% 
E03694,Elena Patterson,Vice President,Finance,Speciality Products,38,Female,Black,Chicago,United States,11/9/2018,,$223805,36% 
E01123,Madison Nelson,Director,Accounting,Corporate,27,Female,Caucasian,Miami,United States,7/16/2021,,$161759,16% 
E01366,William Walker,Computer Systems Manager,IT,Research & Development,40,Male,Black,Columbus,United States,2/24/2019,3/8/2021,$95899,10% 
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,49,Male,Asian,Columbus,United States,6/7/2019,,$80700,0% 
E02770,James Huang,Manager,Human Resources,Speciality Products,54,Male,Asian,Beijing,China,3/11/1997,,$128136,5% 
E04018,Emery Ford,Analyst II,Marketing,Corporate,39,Female,Caucasian,Austin,United States,4/18/2017,,$58745,0% 
E01591,Paisley Trinh,Technical Architect,IT,Corporate,57,Female,Asian,Austin,United States,5/4/1992,12/18/1994,$76202,0% 
E04940,Hudson Williams,Vice President,Sales,Speciality Products,36,Male,Black,Austin,United States,3/19/2018,,$195200,36% 
E03465,Harper Phan,Analyst II,Finance,Manufacturing,45,Female,Asian,Shanghai,China,12/7/2016,,$71454,0% 
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,30,Female,Caucasian,Seattle,United States,2/3/2020,,$94652,0% 
