EmpID,FirstName,LastName,Age,GenderCode,Title,DepartmentType,MonthlySalary,Bonus,AnnualSalary,EmployeeStatus,EmployeeType,WEmail,BusinessUnit,Supervisor,ExitDate,StartDate,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,Division,DOB,State,JobFunctionDescription,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2030,Yuliana,Nelson,43,Female,Production Technician I,Production       ,204,14.93,2627.16,Active,Full-Time,Yuliana.Nelson@mwd.com,PYZ,Nicole Rodriguez,2019-05-12T18:30:00.000Z,2019-04-25T18:30:00.000Z,Zone B,Full-Time,Resignation,Station opportunity already agency blood answer.,Wireline Construction,13-08-1982,MA,Operator,34988,Asian,Married,Fully Meets,3
2724,Maximus,Mcdowell,82,Male,Area Sales Manager,Sales,192,26.79,2625.48,Active,Part-Time,Maximus.Mcdowell@mwd.com,EW,Nicholas Robinson,2023-07-04T18:30:00.000Z,2022-12-31T18:30:00.000Z,Zone B,Temporary,Involuntary,Game reach not save individual.,Catv,15-01-1943,ID,Foreman,96396,Other,Divorced,Fully Meets,1
3175,Raphael,Whitney,78,Female,Production Technician I,Production       ,194,24.77,2625.24,Active,Full-Time,Raphael.Whitney@mwd.com,CCDR,Richard Cox,2023-07-31T18:30:00.000Z,2023-07-22T18:30:00.000Z,Zone B,Full-Time,Voluntary,Foreign friend policy green.,Fielders,11-07-1947,MA,Engineer,97410,Asian,Single,Fully Meets,1
3612,Edward,Mann,41,Male,Production Technician I,Production       ,204,14.57,2622.84,Active,Contract,Edward.Mann@mwd.com,NEL,Trevor Rodriguez,,2022-01-22T18:30:00.000Z,Zone A,Part-Time,Unk,,Field Operations,25-12-1984,MA,Technician,68900,Black,Single,PIP,4
2142,Josue,Gentry,60,Female,Production Technician II,Production       ,200,18.46,2621.52,Active,Contract,Josue.Gentry@mwd.com,PYZ,Jill Hubbard,2020-11-01T18:30:00.000Z,2020-01-08T18:30:00.000Z,Zone A,Temporary,Involuntary,Often his world its threat last.,Engineers,25-01-1965,MA,Engineer,40697,Other,Widowed,Exceeds,2
2660,Sanaa,Valenzuela,66,Male,Area Sales Manager,Sales,198,20.14,2617.68,Active,Part-Time,Sanaa.Valenzuela@mwd.com,EW,Cheryl Moody,,2019-08-08T18:30:00.000Z,Zone C,Part-Time,Unk,,Shop (Fleet),27-10-1959,TN,Mechanic,33045,Asian,Divorced,Fully Meets,4
3852,Dante,Wyatt,38,Female,Principal Data Architect,IT/IS,204,14.07,2616.84,Leave of Absence,Part-Time,Dante.Wyatt@mwd.com,PL,Dr. Eric Henderson,2021-09-24T18:30:00.000Z,2019-02-28T18:30:00.000Z,Zone A,Temporary,Retirement,Modern fight pattern.,Field Operations,10-09-1987,CT,Laborer,34011,White,Widowed,PIP,3
2642,Demarion,Harrington,74,Male,Area Sales Manager,Sales,195,22.94,2615.28,Active,Full-Time,Demarion.Harrington@mwd.com,SVG,Rebecca Taylor DVM,2023-05-04T18:30:00.000Z,2022-06-14T18:30:00.000Z,Zone C,Full-Time,Voluntary,Significant color always require evening.,Field Operations,13-06-1951,AL,Laborer,65470,Asian,Divorced,Fully Meets,4
3979,Peyton,Phelps,58,Female,Software Engineering Manager,IT/IS,200,17.91,2614.92,Future Start,Contract,Peyton.Phelps@mwd.com,WBL,Emma Allen,2022-06-10T18:30:00.000Z,2021-01-24T18:30:00.000Z,Zone C,Temporary,Resignation,Front car keep.,Technology / It,30-10-1967,MA,Controller,5067,Black,Married,Fully Meets,3
2109,Zain,Tanner,37,Female,Production Technician I,Production       ,204,13.91,2614.92,Active,Part-Time,Zain.Tanner@mwd.com,BPC,Jeremiah Harper,,2021-02-22T18:30:00.000Z,Zone C,Part-Time,Unk,,Field Operations,22-11-1988,MA,Tower Hand,51689,Other,Divorced,Exceeds,5
1776,Yamilet,Pierce,70,Male,Production Technician I,Production       ,196,21.38,2608.56,Active,Full-Time,Yamilet.Pierce@mwd.com,PYZ,Lucas Rodriguez,2022-10-31T18:30:00.000Z,2021-08-02T18:30:00.000Z,Zone C,Temporary,Retirement,Only alone imagine. Loss minute girl.,Project Management - Con,11-03-1955,MA,Engineer,49243,Asian,Divorced,Fully Meets,3
1348,Tatiana,Ayala,32,Female,Software Engineering Manager,Software Engineering,204,13.16,2605.92,Future Start,Contract,Tatiana.Ayala@mwd.com,WBL,Debra Gomez,2020-12-01T18:30:00.000Z,2019-04-20T18:30:00.000Z,Zone C,Part-Time,Involuntary,They behind war evening. Particular film war yes.,Field Operations,13-04-1993,MA,Engineer,34961,Other,Married,Fully Meets,3
1416,Edward,Love,72,Male,Production Technician I,Production       ,195,22.08,2604.96,Active,Part-Time,Edward.Love@mwd.com,EW,Brandon Oconnell,,2020-04-08T18:30:00.000Z,Zone B,Full-Time,Unk,,Field Operations,12-09-1953,MA,Flagger,39796,Asian,Widowed,Exceeds,3
1183,Aydin,Tate,79,Female,Production Technician I,Production       ,192,25.04,2604.48,Active,Part-Time,Aydin.Tate@mwd.com,BPC,Jon Adams,,2022-02-02T18:30:00.000Z,Zone A,Full-Time,Unk,,Catv,18-12-1946,MA,Technician,64083,Black,Married,Fully Meets,3
2868,Lisa,Griffin,79,Male,Production Technician I,Production       ,192,25.04,2604.48,Active,Full-Time,Lisa.Griffin@mwd.com,TNS,Christopher Clark,,2022-06-30T18:30:00.000Z,Zone A,Temporary,Unk,,Executive,25-05-1946,MA,Vp,64530,Black,Married,Fully Meets,5
1698,Makai,Nolan,31,Male,Area Sales Manager,IT/IS,204,13.02,2604.24,Active,Full-Time,Makai.Nolan@mwd.com,EW,Deborah Beltran,2021-06-04T18:30:00.000Z,2021-02-14T18:30:00.000Z,Zone A,Part-Time,Resignation,This cost difficult. Time meet should.,Billable Consultants,14-11-1994,MA,Engineer,5156,White,Married,Fully Meets,3
1871,Lindsay,Becker,29,Female,Production Technician I,Production       ,204,12.75,2601,Active,Contract,Lindsay.Becker@mwd.com,NEL,Andrew Calderon,,2021-08-22T18:30:00.000Z,Zone C,Full-Time,Unk,,Wireline Construction,09-08-1996,MA,Laborer,51310,White,Widowed,Fully Meets,3
2818,Tripp,Sanders,61,Male,Production Technician I,Production       ,198,18.56,2598.72,Active,Part-Time,Tripp.Sanders@mwd.com,PYZ,Dr. Wendy Lopez,2023-07-29T18:30:00.000Z,2023-07-27T18:30:00.000Z,Zone B,Temporary,Involuntary,Traditional force look heart talk plan.,Fielders,19-01-1964,MA,Engineer,9992,Hispanic,Single,Exceeds,2
3971,Ciara,Acevedo,67,Female,Database Administrator,IT/IS,196,20.28,2595.36,Active,Part-Time,Ciara.Acevedo@mwd.com,SVG,Joel Hodge II,,2021-01-28T18:30:00.000Z,Zone A,Temporary,Unk,,General - Con,31-10-1958,TX,Technician,49694,Other,Widowed,Fully Meets,3
1043,Kale,Lang,70,Female,Shared Services Manager,Software Engineering,195,21.27,2595.24,Active,Full-Time,Kale.Lang@mwd.com,WBL,Matthew Patel,2023-05-09T18:30:00.000Z,2022-12-18T18:30:00.000Z,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Splicing,16-12-1955,MA,Billing,65963,White,Married,Fully Meets,3
1786,Tara,Hoover,46,Male,Production Technician I,Production       ,201,15.27,2595.24,Active,Full-Time,Tara.Hoover@mwd.com,PL,Daniel Banks,2022-06-13T18:30:00.000Z,2022-03-30T18:30:00.000Z,Zone A,Temporary,Resignation,Treatment itself various campaign.,Field Operations,10-11-1979,MA,Laborer,67173,Hispanic,Widowed,Fully Meets,3
3462,Aliana,Nolan,83,Male,Area Sales Manager,Sales,189,27,2592,Active,Contract,Aliana.Nolan@mwd.com,MSC,Brianna Mathews,2021-09-16T18:30:00.000Z,2018-09-12T18:30:00.000Z,Zone A,Full-Time,Involuntary,Yourself book budget product.,Field Operations,09-08-1942,CO,Coordinator,27270,Hispanic,Divorced,Needs Improvement,3
3049,Carlie,Wagner,77,Female,Production Technician II,Production       ,192,24,2592,Active,Part-Time,Carlie.Wagner@mwd.com,NEL,Joshua Diaz,2023-07-24T18:30:00.000Z,2023-07-01T18:30:00.000Z,Zone A,Temporary,Involuntary,Congress foot television team.,General - Con,12-05-1948,MA,Laborer,96062,Asian,Married,Fully Meets,4
3535,Veronica,Rowe,31,Female,Area Sales Manager,Sales,203,12.96,2591.52,Active,Full-Time,Veronica.Rowe@mwd.com,PYZ,Brian Morton,2022-06-01T18:30:00.000Z,2018-12-10T18:30:00.000Z,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Fielders,02-02-1994,KY,Engineer,29811,Black,Single,Fully Meets,4
1717,Benjamin,Kaufman,66,Male,BI Developer,IT/IS,196,19.93,2591.16,Active,Part-Time,Benjamin.Kaufman@mwd.com,BPC,Vicki Delgado,2023-02-27T18:30:00.000Z,2021-04-23T18:30:00.000Z,Zone B,Part-Time,Retirement,Customer front detail bed say suddenly here.,General - Con,26-11-1959,MA,Model Assistant,49370,Asian,Widowed,Fully Meets,3
1885,Jabari,Guerrero,41,Male,Production Technician I,Production       ,201,14.36,2584.32,Active,Contract,Jabari.Guerrero@mwd.com,PYZ,Peter Giles,,2022-01-06T18:30:00.000Z,Zone B,Full-Time,Unk,,General - Con,23-05-1984,MA,Technician,67723,Other,Married,Fully Meets,3
3476,Charlie,Koch,80,Male,Area Sales Manager,Sales,190,25.33,2583.96,Active,Part-Time,Charlie.Koch@mwd.com,PYZ,Samantha Cardenas,2023-07-05T18:30:00.000Z,2023-06-11T18:30:00.000Z,Zone A,Temporary,Voluntary,Buy become improve guess business know.,Fielders,20-06-1945,MA,Engineer,95774,Asian,Divorced,Needs Improvement,2
3844,Edgar,Underwood,64,Male,Network Engineer,Executive Office,196,19.28,2583.36,Active,Part-Time,Edgar.Underwood@mwd.com,PYZ,Melissa Torres,2022-08-17T18:30:00.000Z,2021-06-09T18:30:00.000Z,Zone C,Temporary,Voluntary,Church happen network dog kid thought.,General - Con,02-06-1961,MA,Laborer,49677,White,Single,PIP,3
2400,Alvaro,Le,64,Male,Production Manager,Production       ,196,19.28,2583.36,Active,Contract,Alvaro.Le@mwd.com,WBL,Michael Anderson,,2018-11-02T18:30:00.000Z,Zone A,Part-Time,Unk,,General - Sga,12-06-1961,MA,Supervisor,28115,Black,Married,Fully Meets,2
3431,Jasmine,Onque,56,Female,Area Sales Manager,Sales,198,17.22,2582.64,Active,Contract,Jasmine.Onque@mwd.com,TNS,Jason Kim,,2019-06-28T18:30:00.000Z,Zone A,Temporary,Unk,,General - Con,29-08-1969,FL,Laborer,33174,Other,Married,Fully Meets,3
1064,Wyatt,Donovan,38,Male,Software Engineer,Software Engineering,201,13.86,2578.32,Voluntarily Terminated,Part-Time,Wyatt.Donovan@mwd.com,SVG,Terry Durham,2022-04-12T18:30:00.000Z,2022-03-29T18:30:00.000Z,Zone A,Part-Time,Retirement,North help rock stage someone book.,Field Operations,24-02-1987,MA,Technician,67106,White,Divorced,Fully Meets,3
1903,Taylor,Wiggins,65,Female,Production Technician I,Production       ,195,19.5,2574,Active,Part-Time,Taylor.Wiggins@mwd.com,PL,Roger Lynch,2021-12-06T18:30:00.000Z,2020-12-13T18:30:00.000Z,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Field Operations,11-04-1960,MA,Foreman,39875,Black,Divorced,Fully Meets,3
2650,Karley,Long,61,Female,Administrative Assistant,Sales,196,18.38,2572.56,Active,Part-Time,Karley.Long@mwd.com,BPC,Vanessa Donaldson DVM,,2018-11-14T18:30:00.000Z,Zone B,Full-Time,Unk,,Project Management - Con,15-08-1964,WA,Project Manager,28100,Black,Single,Fully Meets,1
1046,Genesis,Todd,63,Male,Software Engineer,Software Engineering,195,18.87,2566.44,Voluntarily Terminated,Full-Time,Genesis.Todd@mwd.com,CCDR,Jose Daniel,2022-08-02T18:30:00.000Z,2022-04-22T18:30:00.000Z,Zone A,Temporary,Involuntary,Former treat check special economy.,Underground,17-11-1962,MA,Laborer,65978,White,Single,Fully Meets,3
3312,Saniya,Mosley,79,Male,Production Technician I,Production       ,189,24.65,2563.8,Active,Part-Time,Saniya.Mosley@mwd.com,MSC,Sara Grimes,,2018-11-30T18:30:00.000Z,Zone C,Temporary,Unk,,Engineers,30-04-1946,MA,Engineer,27839,Hispanic,Married,Fully Meets,4
1160,Wyatt,Spence,49,Female,Production Technician I,Production       ,198,15.63,2563.56,Active,Part-Time,Wyatt.Spence@mwd.com,WBL,Kevin Coleman,2023-05-22T18:30:00.000Z,2022-12-25T18:30:00.000Z,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,General - Con,10-09-1976,MA,Flagger,66418,Asian,Single,Fully Meets,3
1680,Lillian,Steele,49,Male,Senior BI Developer,IT/IS,198,15.63,2563.56,Active,Full-Time,Lillian.Steele@mwd.com,CCDR,Anthony Foster,2020-10-15T18:30:00.000Z,2019-10-24T18:30:00.000Z,Zone C,Temporary,Involuntary,Soon prove offer couple word science.,General - Con,01-09-1976,MA,Laborer,33673,Other,Divorced,Fully Meets,3
1466,Chanel,Dougherty,36,Female,Production Technician I,Production       ,200,13.48,2561.76,Active,Full-Time,Chanel.Dougherty@mwd.com,PYZ,Jennifer Dillon,,2021-03-03T18:30:00.000Z,Zone A,Temporary,Unk,,Billable Consultants,08-03-1989,MA,Engineer,50559,White,Widowed,Exceeds,3
2024,Yair,Snyder,34,Female,Production Technician II,Production       ,200,13.19,2558.28,Active,Full-Time,Yair.Snyder@mwd.com,EW,Troy Price,2022-03-13T18:30:00.000Z,2021-07-05T18:30:00.000Z,Zone C,Full-Time,Retirement,Range create to drive.,Field Operations,25-03-1991,MA,Coordinator,5063,Asian,Single,Fully Meets,3
1381,Emiliano,Young,25,Female,Sr. Network Engineer,IT/IS,213,0,2556,Active,Full-Time,Emiliano.Young@mwd.com,PYZ,Chad Crawford,,2022-10-16T18:30:00.000Z,Zone A,Temporary,Unk,,Aerial,01-11-2000,MA,Foreman,71974,Other,Single,PIP,3
3417,Brayden,Singh,25,Female,Production Technician I,Production       ,213,0,2556,Active,Part-Time,Brayden.Singh@mwd.com,CCDR,Clayton Davis,,2022-02-06T18:30:00.000Z,Zone A,Part-Time,Unk,,Splicing,26-09-2000,MA,Splicer,71282,Other,Widowed,Fully Meets,1
1251,Callie,Murray,77,Female,Production Technician I,Production       ,189,23.62,2551.44,Active,Part-Time,Callie.Murray@mwd.com,CCDR,Dennis Davis,,2018-09-24T18:30:00.000Z,Zone A,Part-Time,Unk,,Splicing,05-03-1948,MA,Laborer,27888,Asian,Married,Fully Meets,3
2020,Angelique,Mathis,79,Female,Production Technician II,Production       ,188,24.52,2550.24,Active,Part-Time,Angelique.Mathis@mwd.com,TNS,Allison Fox,2022-08-04T18:30:00.000Z,2021-05-07T18:30:00.000Z,Zone A,Full-Time,Involuntary,Law safe yard market likely wife case action.,Wireline Construction,14-02-1946,MA,Billing,47869,Black,Widowed,Fully Meets,3
3596,Kellen,Medina,43,Male,Production Technician I,Production       ,198,14.49,2549.88,Active,Part-Time,Kellen.Medina@mwd.com,NEL,John Henry,,2019-07-27T18:30:00.000Z,Zone C,Full-Time,Unk,,Splicing,19-07-1982,MA,Technician,33998,Other,Single,Needs Improvement,2
2928,Jayden,Bolton,53,Female,Production Technician II,Production       ,196,16.33,2547.96,Active,Full-Time,Jayden.Bolton@mwd.com,MSC,Jeffrey Garcia,,2021-01-09T18:30:00.000Z,Zone B,Part-Time,Unk,,General - Con,12-04-1972,MA,Lineman,49168,Hispanic,Divorced,Fully Meets,5
2631,Darien,Young,27,Female,Area Sales Manager,Sales,200,12.24,2546.88,Active,Full-Time,Darien.Young@mwd.com,MSC,Maria Hale,,2021-03-02T18:30:00.000Z,Zone C,Full-Time,Unk,,Catv,09-04-1998,ID,Foreman,50389,Black,Widowed,Fully Meets,2
3773,Ann,Nguyen,53,Female,Production Technician I,Production       ,195,16.25,2535,Voluntarily Terminated,Part-Time,Ann.Nguyen@mwd.com,EW,Laura Hernandez,2022-02-25T18:30:00.000Z,2020-10-10T18:30:00.000Z,Zone A,Temporary,Retirement,Building possible too process do.,Engineers,16-05-1972,MA,Engineer,3994,Hispanic,Divorced,Fully Meets,3
3942,Bianca,Roehrich,74,Female,Principal Data Architect,IT/IS,189,22.24,2534.88,Voluntarily Terminated,Contract,Bianca.Roehrich@mwd.com,PYZ,Brian Gamble MD,2021-12-21T18:30:00.000Z,2018-11-03T18:30:00.000Z,Zone B,Temporary,Resignation,Begin mind time similar night travel.,Catv,04-09-1951,MA,Laborer,2703,Asian,Married,PIP,3
1330,Eddie,Bauer,35,Female,Accountant I,Admin Offices,198,13.2,2534.4,Active,Full-Time,Eddie.Bauer@mwd.com,MSC,Jeremy Smith,2023-05-04T18:30:00.000Z,2022-09-14T18:30:00.000Z,Zone A,Part-Time,Retirement,Figure yard develop TV enjoy late standard.,General - Con,01-03-1990,MA,Associate,66991,White,Divorced,Fully Meets,3
3275,Gina,Kent,34,Male,Production Technician I,Production       ,198,13.05,2532.6,Active,Part-Time,Gina.Kent@mwd.com,BPC,Erin Lloyd,,2022-11-15T18:30:00.000Z,Zone B,Temporary,Unk,,General - Con,31-12-1991,MA,Foreman,66377,Other,Divorced,PIP,3
3838,Tanya,Leonard,46,Female,IT Support,IT/IS,196,14.89,2530.68,Active,Part-Time,Tanya.Leonard@mwd.com,CCDR,Duane Le,2021-04-20T18:30:00.000Z,2018-12-16T18:30:00.000Z,Zone A,Full-Time,Voluntary,Race state time lose.,Field Operations,14-08-1979,MA,Assistant,28364,Asian,Single,PIP,3
3840,Meadow,Boyer,56,Male,Sr. Network Engineer,IT/IS,194,16.87,2530.44,Active,Part-Time,Meadow.Boyer@mwd.com,BPC,Alex Lewis,2023-05-17T18:30:00.000Z,2023-03-31T18:30:00.000Z,Zone B,Full-Time,Voluntary,Item type author pick set read style.,Field Operations,25-10-1969,MA,Foreman,97654,Hispanic,Single,Fully Meets,3
2908,Shyanne,Cooper,45,Male,Production Technician II,Production       ,196,14.7,2528.4,Active,Contract,Shyanne.Cooper@mwd.com,TNS,Katherine Banks,,2021-03-18T18:30:00.000Z,Zone C,Temporary,Unk,,Project Management - Con,06-04-1980,MA,Coordinator,49657,Asian,Single,Exceeds,1
3980,Carmen,Atkins,50,Female,Data Analyst,IT/IS,195,15.6,2527.2,Active,Full-Time,Carmen.Atkins@mwd.com,PL,John Hart,,2020-05-10T18:30:00.000Z,Zone C,Full-Time,Unk,,Project Management - Con,02-12-1975,MA,Project Manager,39598,White,Married,Exceeds,3
2151,Areli,Mitchell,75,Female,Production Technician I,Production       ,188,22.56,2526.72,Active,Contract,Areli.Mitchell@mwd.com,TNS,Jimmy Watkins,2023-06-26T18:30:00.000Z,2021-01-19T18:30:00.000Z,Zone B,Temporary,Involuntary,Cut mind yard third.,Fielders,05-12-1950,MA,Engineer,47622,Hispanic,Married,Exceeds,1
2361,Braden,Wiggins,29,Female,Production Manager,Production       ,198,12.38,2524.56,Voluntarily Terminated,Full-Time,Braden.Wiggins@mwd.com,WBL,Christine Randall,2023-07-05T18:30:00.000Z,2022-11-30T18:30:00.000Z,Zone C,Full-Time,Involuntary,Report provide home follow price.,Project Management - Con,05-12-1996,MA,Supervisor,66281,Asian,Divorced,Fully Meets,2
2777,Hector,Escobar,81,Male,Production Technician I,Production       ,185,25.23,2522.76,Active,Part-Time,Hector.Escobar@mwd.com,PYZ,Frank Wilkinson,2022-11-21T18:30:00.000Z,2020-04-28T18:30:00.000Z,Zone B,Full-Time,Voluntary,Vote growth sound wide art.,General - Con,31-07-1944,MA,Laborer,37852,Hispanic,Single,Fully Meets,5
2019,Emery,Peck,48,Female,Production Technician II,Production       ,195,15.19,2522.28,Active,Full-Time,Emery.Peck@mwd.com,SVG,Danielle Little,,2022-03-25T18:30:00.000Z,Zone C,Temporary,Unk,,Field Operations,08-01-1977,MA,Laborer,65810,White,Widowed,Fully Meets,3
2746,Misael,Pratt,48,Female,Administrative Assistant,Sales,195,15.19,2522.28,Voluntarily Terminated,Full-Time,Misael.Pratt@mwd.com,BPC,Bailey Case,2023-04-07T18:30:00.000Z,2020-10-23T18:30:00.000Z,Zone A,Full-Time,Involuntary,Art decade agreement bank.,Project Management - Con,17-05-1977,MA,Supervisor,39119,Hispanic,Widowed,Fully Meets,5
3537,Neveah,Rowe,71,Male,Area Sales Manager,Sales,189,21,2520,Future Start,Contract,Neveah.Rowe@mwd.com,NEL,Dawn Perez,2023-02-23T18:30:00.000Z,2022-05-27T18:30:00.000Z,Zone C,Part-Time,Retirement,Manager lead both sing.,Field Operations,11-07-1954,TX,Foreman,63882,Hispanic,Married,Fully Meets,2
3907,Barrett,Wilcox,61,Female,IT Support,IT/IS,192,18,2520,Active,Full-Time,Barrett.Wilcox@mwd.com,PL,Michael Wright,,2022-02-23T18:30:00.000Z,Zone A,Temporary,Unk,,Engineers,11-07-1964,MA,Director,6437,White,Married,Fully Meets,3
2320,Kristen,Peters,61,Female,Production Manager,Production       ,192,18,2520,Voluntarily Terminated,Part-Time,Kristen.Peters@mwd.com,PYZ,David Powers,2023-06-16T18:30:00.000Z,2022-10-25T18:30:00.000Z,Zone A,Full-Time,Voluntary,Else enjoy include expect.,Fielders,09-09-1964,MA,Engineer,64961,White,Single,Fully Meets,4
1197,Hailie,Bell,67,Female,Production Technician I,Production       ,190,19.66,2515.92,Active,Full-Time,Hailie.Bell@mwd.com,WBL,Anthony Cross,,2020-06-12T18:30:00.000Z,Zone B,Part-Time,Unk,,Safety,12-06-1958,MA,Administrative,38009,Hispanic,Divorced,Fully Meets,3
2163,London,Contreras,59,Female,Production Technician II,Production       ,192,17.45,2513.4,Active,Contract,London.Contreras@mwd.com,NEL,Anna Garcia,,2019-03-25T18:30:00.000Z,Zone B,Full-Time,Unk,,General - Sga,19-11-1966,MA,Lineman,32240,White,Married,Exceeds,1
3962,Charlize,Wagner,35,Female,Sr. DBA,IT/IS,196,13.07,2508.84,Active,Contract,Charlize.Wagner@mwd.com,MSC,Joseph Patton,,2021-03-09T18:30:00.000Z,Zone B,Part-Time,Unk,,Aerial,18-11-1990,MA,Lineman,49449,Hispanic,Divorced,Fully Meets,3
2300,Wesley,Nguyen,78,Female,Production Manager,Production       ,185,23.62,2503.44,Active,Full-Time,Wesley.Nguyen@mwd.com,SVG,Donna Pope,,2020-09-25T18:30:00.000Z,Zone A,Full-Time,Unk,,Underground,04-09-1947,MA,Laborer,37470,Black,Single,Fully Meets,5
2907,Celeste,Branch,63,Male,Production Technician II,Production       ,190,18.39,2500.68,Active,Full-Time,Celeste.Branch@mwd.com,SVG,Timothy Clark,,2020-06-21T18:30:00.000Z,Zone C,Part-Time,Unk,,Yard (Material Handling),04-03-1962,MA,Supervisor,38430,White,Widowed,Needs Improvement,4
3800,Amya,Grant,75,Male,Production Technician I,Production       ,186,22.32,2499.84,Active,Contract,Amya.Grant@mwd.com,PYZ,Jamie Henderson,,2019-07-10T18:30:00.000Z,Zone C,Part-Time,Unk,,General - Sga,09-12-1950,MA,Administrator,31864,Other,Married,Fully Meets,3
2435,Easton,Zavala,43,Male,Production Manager,Production       ,194,14.2,2498.4,Terminated for Cause,Full-Time,Easton.Zavala@mwd.com,PYZ,Gina Dillon,2023-03-20T18:30:00.000Z,2023-03-12T18:30:00.000Z,Zone C,Part-Time,Involuntary,Unit begin commercial wish financial care.,Engineers,05-06-1982,MA,Planner,97893,Other,Widowed,Fully Meets,2
1306,Dane,Barton,28,Male,Production Technician I,Production       ,196,12.12,2497.44,Active,Part-Time,Dane.Barton@mwd.com,PL,Christopher Norris,,2021-04-15T18:30:00.000Z,Zone B,Part-Time,Unk,,Project Management - Con,07-08-1997,MA,Coordinator,49042,Hispanic,Single,Fully Meets,3
1459,Noe,Glenn,79,Male,Production Technician I,Production       ,184,24,2496,Active,Contract,Noe.Glenn@mwd.com,WBL,Joshua Watkins,,2021-09-07T18:30:00.000Z,Zone C,Temporary,Unk,,Engineers,12-08-1946,MA,Technician,46927,Black,Single,Exceeds,3
1872,Reyna,Good,53,Female,Production Technician I,Production       ,192,16,2496,Active,Full-Time,Reyna.Good@mwd.com,PL,Andrew Ball,2023-06-17T18:30:00.000Z,2022-12-04T18:30:00.000Z,Zone B,Temporary,Retirement,General nature open.,Field Operations,21-12-1972,MA,Laborer,64371,Hispanic,Married,Fully Meets,3
3346,Kadyn,Bush,68,Female,Production Technician II,Production       ,188,19.79,2493.48,Leave of Absence,Part-Time,Kadyn.Bush@mwd.com,SVG,Juan Cooper,2022-02-11T18:30:00.000Z,2021-03-29T18:30:00.000Z,Zone B,Temporary,Involuntary,Shoulder build catch commercial.,Yard (Material Handling),07-04-1957,MA,Lineman,47048,Other,Divorced,Fully Meets,2
1364,Mollie,Jenkins,52,Male,Accountant I,Admin Offices,192,15.78,2493.36,Active,Contract,Mollie.Jenkins@mwd.com,MSC,Danny Williams,2019-08-04T18:30:00.000Z,2019-04-02T18:30:00.000Z,Zone C,Temporary,Voluntary,Create although card she best and music.,Finance & Accounting,20-01-1973,MA,Administration,32101,White,Divorced,Exceeds,3
2298,Terry,Gay,67,Female,Production Manager,Production       ,188,19.45,2489.4,Active,Full-Time,Terry.Gay@mwd.com,WBL,Kelsey Morales,,2023-08-04T18:30:00.000Z,Zone B,Full-Time,Unk,,Field Operations,27-04-1958,MA,Laborer,9493,Other,Married,Fully Meets,4
1929,Rose,Travis,37,Female,Production Technician I,Production       ,194,13.23,2486.76,Active,Contract,Rose.Travis@mwd.com,TNS,James Lee,,2023-07-26T18:30:00.000Z,Zone A,Full-Time,Unk,,Field Operations,03-03-1988,MA,Coordinator,97011,Asian,Widowed,Fully Meets,3
2771,Tia,Potter,75,Male,Production Technician I,Production       ,185,22.2,2486.4,Terminated for Cause,Full-Time,Tia.Potter@mwd.com,BPC,Tonya Moreno,2021-09-23T18:30:00.000Z,2020-07-07T18:30:00.000Z,Zone A,Temporary,Retirement,Talk into between trip final.,Wireline Construction,10-03-1950,MA,Laborer,37659,Other,Divorced,Fully Meets,5
3674,Isabelle,Shields,29,Female,Production Technician II,Production       ,195,12.19,2486.28,Voluntarily Terminated,Part-Time,Isabelle.Shields@mwd.com,BPC,Sarah Williamson,2022-03-01T18:30:00.000Z,2020-06-24T18:30:00.000Z,Zone C,Part-Time,Voluntary,Five carry couple goal western.,Engineers,01-05-1996,MA,Engineer,39141,Other,Single,Fully Meets,3
2198,Landyn,Velez,62,Female,Production Technician I,Production       ,189,18,2484,Active,Contract,Landyn.Velez@mwd.com,EW,Joseph Bell,2022-12-28T18:30:00.000Z,2022-12-14T18:30:00.000Z,Zone B,Temporary,Retirement,Friend country free.,Field Operations,01-07-1963,MA,Driver,63184,White,Single,Exceeds,1
2704,Isla,Mcdaniel,27,Male,Area Sales Manager,Sales,195,11.94,2483.28,Active,Part-Time,Isla.Mcdaniel@mwd.com,EW,Ashley Larson,2022-06-18T18:30:00.000Z,2020-01-26T18:30:00.000Z,Zone A,Full-Time,Voluntary,Mention adult treatment old play.,Field Operations,30-07-1998,AZ,Technician,39020,Black,Widowed,Fully Meets,4
1173,Kaylyn,Patrick,57,Female,Production Technician I,Production       ,190,16.76,2481.12,Voluntarily Terminated,Full-Time,Kaylyn.Patrick@mwd.com,BPC,Christine Foster,2021-10-31T18:30:00.000Z,2020-11-13T18:30:00.000Z,Zone C,Full-Time,Resignation,Sure trip sound action.,Isp,30-01-1968,MA,Manager,38596,White,Widowed,Fully Meets,3
1137,Talan,Rivas,71,Male,Production Technician I,Production       ,186,20.67,2480.04,Active,Full-Time,Talan.Rivas@mwd.com,EW,Brian Hamilton,,2019-05-28T18:30:00.000Z,Zone C,Part-Time,Unk,,Field Operations,28-02-1954,MA,Laborer,3187,Black,Single,Fully Meets,3
